article_id,status,category,primary_keyword,secondary_keywords,search_intent,working_title,slug,output_path,parent_hub,protected_intent_conflict,requires_sources,source_notes,internal_link_targets,commercial_link_target,author,planned_date,score,quality_status,last_checked,published_date,notes,batch_id
AT-0018,PUBLISHED,An toàn,chở trẻ em dưới 10 tuổi trên xe máy quy định thế nào,chở trẻ em dưới 10 tuổi trên xe máy quy định thế nào,informational,Chở trẻ em dưới 10 tuổi trên xe máy quy định thế nào,at-0018-cho-tre-em-duoi-10-tuoi-tren-xe-may-quy-dinh-the-nao,cam-nang/an-toan/at-0018-cho-tre-em-duoi-10-tuoi-tren-xe-may-quy-dinh-the-nao.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-20,99,PASS,2026-09-26,2026-09-26,,BATCH-003
XM-0018,PUBLISHED,Xe máy,cách kiểm tra dây côn trên honda wave,cách kiểm tra dây côn trên honda wave,informational,Cách kiểm tra dây côn trên Honda Wave,xm-0018-cach-kiem-tra-day-con-tren-honda-wave,cam-nang/xe-may/xm-0018-cach-kiem-tra-day-con-tren-honda-wave.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-21,98,PASS,2026-09-26,2026-09-26,,BATCH-003
DL-0018,PUBLISHED,Du lịch,trời mưa có đáng đi hoàng thành thăng long bằng xe máy không,trời mưa có đáng đi hoàng thành thăng long bằng xe máy không,informational,Trời mưa có đáng đi Hoàng thành Thăng Long bằng xe máy không,dl-0018-troi-mua-co-dang-di-hoang-thanh-thang-long-bang-xe-may-khong,cam-nang/du-lich/dl-0018-troi-mua-co-dang-di-hoang-thanh-thang-long-bang-xe-may-khong.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-22,97,PASS,2026-09-26,2026-09-26,,BATCH-003
CD-0018,PUBLISHED,Cung đường,quán cà phê dừng chân trên đường vĩnh yên,quán cà phê dừng chân trên đường vĩnh yên,informational,Quán cà phê dừng chân trên đường Vĩnh Yên,cd-0018-quan-ca-phe-dung-chan-tren-duong-vinh-yen,cam-nang/cung-duong/cd-0018-quan-ca-phe-dung-chan-tren-duong-vinh-yen.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-23,95,PASS,2026-09-26,2026-09-26,,BATCH-003
HD-0018,PUBLISHED,Hỏi đáp,bị phạt nguội ở tỉnh khác xử lý thế nào,bị phạt nguội ở tỉnh khác xử lý thế nào,informational,Bị phạt nguội ở tỉnh khác xử lý thế nào,hd-0018-bi-phat-nguoi-o-tinh-khac-xu-ly-the-nao,cam-nang/hoi-dap/hd-0018-bi-phat-nguoi-o-tinh-khac-xu-ly-the-nao.html,hoidap.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-24,100,PASS,2026-09-26,2026-09-26,repair:1,BATCH-003
KN-0019,PUBLISHED,Kinh nghiệm,yamaha sirius có phù hợp với người mới tập lái xe không,yamaha sirius có phù hợp với người mới tập lái xe không,informational,Yamaha Sirius có phù hợp với người mới tập lái xe không,kn-0019-yamaha-sirius-co-phu-hop-voi-nguoi-moi-tap-lai-xe-khong,cam-nang/kinh-nghiem/kn-0019-yamaha-sirius-co-phu-hop-voi-nguoi-moi-tap-lai-xe-khong.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-25,99,PASS,2026-09-26,2026-09-26,,BATCH-003
AT-0019,PUBLISHED,An toàn,xe máy hết đăng kiểm có bị giữ xe không,xe máy hết đăng kiểm có bị giữ xe không,informational,Xe máy hết đăng kiểm có bị giữ xe không,at-0019-xe-may-het-dang-kiem-co-bi-giu-xe-khong,cam-nang/an-toan/at-0019-xe-may-het-dang-kiem-co-bi-giu-xe-khong.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-26,100,PASS,2026-09-26,2026-09-26,repair:1,BATCH-003
XM-0019,PUBLISHED,Xe máy,khi nào cần kiểm tra bộ chế hòa khí trên honda wave,khi nào cần kiểm tra bộ chế hòa khí trên honda wave,informational,Khi nào cần kiểm tra bộ chế hòa khí trên Honda Wave,xm-0019-khi-nao-can-kiem-tra-bo-che-hoa-khi-tren-honda-wave,cam-nang/xe-may/xm-0019-khi-nao-can-kiem-tra-bo-che-hoa-khi-tren-honda-wave.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-27,100,PASS,2026-09-26,2026-09-26,repair:1,BATCH-003
DL-0019,PUBLISHED,Du lịch,nghỉ trưa ăn gì khi đi hoàng thành thăng long bằng xe máy,nghỉ trưa ăn gì khi đi hoàng thành thăng long bằng xe máy,informational,Nghỉ trưa ăn gì khi đi Hoàng thành Thăng Long bằng xe máy,dl-0019-nghi-trua-an-gi-khi-di-hoang-thanh-thang-long-bang-xe-may,cam-nang/du-lich/dl-0019-nghi-trua-an-gi-khi-di-hoang-thanh-thang-long-bang-xe-may.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-28,97,PASS,2026-09-26,2026-09-26,repair:1,BATCH-003
CD-0019,PUBLISHED,Cung đường,cung đường ngắm cảnh từ hà nội lên sơn tây,cung đường ngắm cảnh từ hà nội lên sơn tây,informational,Cung đường ngắm cảnh từ Hà Nội lên Sơn Tây,cd-0019-cung-duong-ngam-canh-tu-ha-noi-len-son-tay,cam-nang/cung-duong/cd-0019-cung-duong-ngam-canh-tu-ha-noi-len-son-tay.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-01,96,PASS,2026-09-26,2026-09-26,,BATCH-003
HD-0019,PUBLISHED,Hỏi đáp,xe máy điện bị phạt nguội được không,xe máy điện bị phạt nguội được không,informational,Xe máy điện bị phạt nguội được không,hd-0019-xe-may-dien-bi-phat-nguoi-duoc-khong,cam-nang/hoi-dap/hd-0019-xe-may-dien-bi-phat-nguoi-duoc-khong.html,hoidap.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-02,98,PASS,2026-09-26,2026-09-26,repair:1,BATCH-003
KN-0020,PUBLISHED,Kinh nghiệm,kinh nghiệm tiết kiệm xăng khi chạy yamaha sirius,kinh nghiệm tiết kiệm xăng khi chạy yamaha sirius,informational,Kinh nghiệm tiết kiệm xăng khi chạy Yamaha Sirius,kn-0020-kinh-nghiem-tiet-kiem-xang-khi-chay-yamaha-sirius,cam-nang/kinh-nghiem/kn-0020-kinh-nghiem-tiet-kiem-xang-khi-chay-yamaha-sirius.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-03,100,PASS,2026-09-26,2026-09-26,repair:1,BATCH-003
AT-0020,PUBLISHED,An toàn,đổi giấy phép lái xe máy hết hạn ở đâu,đổi giấy phép lái xe máy hết hạn ở đâu,informational,Đổi giấy phép lái xe máy hết hạn ở đâu,at-0020-doi-giay-phep-lai-xe-may-het-han-o-dau,cam-nang/an-toan/at-0020-doi-giay-phep-lai-xe-may-het-han-o-dau.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-04,100,PASS,2026-09-26,2026-09-26,,BATCH-003
XM-0020,PUBLISHED,Xe máy,bảo dưỡng bàn đạp của honda wave đúng cách,bảo dưỡng bàn đạp của honda wave đúng cách,informational,Bảo dưỡng bàn đạp của Honda Wave đúng cách,xm-0020-bao-duong-ban-dap-cua-honda-wave-dung-cach,cam-nang/xe-may/xm-0020-bao-duong-ban-dap-cua-honda-wave-dung-cach.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-05,96,PASS,2026-09-26,2026-09-26,,BATCH-003
DL-0020,PUBLISHED,Du lịch,vị trí chụp ảnh ở hoàng thành thăng long ít người biết,vị trí chụp ảnh ở hoàng thành thăng long ít người biết,informational,Vị trí chụp ảnh ở Hoàng thành Thăng Long ít người biết,dl-0020-vi-tri-chup-anh-o-hoang-thanh-thang-long-it-nguoi-biet,cam-nang/du-lich/dl-0020-vi-tri-chup-anh-o-hoang-thanh-thang-long-it-nguoi-biet.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-06,98,PASS,2026-09-26,2026-09-26,repair:1,BATCH-003
CD-0020,PUBLISHED,Cung đường,một ngày một đêm ở sơn tây có đủ không,một ngày một đêm ở sơn tây có đủ không,informational,Một ngày một đêm ở Sơn Tây có đủ không,cd-0020-mot-ngay-mot-dem-o-son-tay-co-du-khong,cam-nang/cung-duong/cd-0020-mot-ngay-mot-dem-o-son-tay-co-du-khong.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-07,96,PASS,2026-09-26,2026-09-26,,BATCH-003
HD-0020,PUBLISHED,Hỏi đáp,đèn xi nhan xe máy hỏng có bị nhắc nhở không,đèn xi nhan xe máy hỏng có bị nhắc nhở không,informational,Đèn xi nhan xe máy hỏng có bị nhắc nhở không,hd-0020-den-xi-nhan-xe-may-hong-co-bi-nhac-nho-khong,cam-nang/hoi-dap/hd-0020-den-xi-nhan-xe-may-hong-co-bi-nhac-nho-khong.html,hoidap.html,no,false,Không bắt buộc nguồn chính thức,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-08,100,PASS,2026-09-26,2026-09-26,,BATCH-003
KN-0021,PUBLISHED,Kinh nghiệm,nhận biết yamaha sirius cũ kỹ trước khi thuê như thế nào,nhận biết yamaha sirius cũ kỹ trước khi thuê như thế nào,informational,Nhận biết Yamaha Sirius cũ kỹ trước khi thuê như thế nào,kn-0021-nhan-biet-yamaha-sirius-cu-ky-truoc-khi-thue-nhu-the-nao,cam-nang/kinh-nghiem/kn-0021-nhan-biet-yamaha-sirius-cu-ky-truoc-khi-thue-nhu-the-nao.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-09,100,PASS,2026-09-26,2026-09-26,,BATCH-003
AT-0021,PUBLISHED,An toàn,giấy phép lái quốc tế dùng cho xe máy ở việt nam,giấy phép lái quốc tế dùng cho xe máy ở việt nam,informational,Giấy phép lái quốc tế dùng cho xe máy ở Việt Nam,at-0021-giay-phep-lai-quoc-te-dung-cho-xe-may-o-viet-nam,cam-nang/an-toan/at-0021-giay-phep-lai-quoc-te-dung-cho-xe-may-o-viet-nam.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-10,100,PASS,2026-09-26,2026-09-26,,BATCH-003
XM-0021,PUBLISHED,Xe máy,cách kiểm tra bugi trên yamaha sirius,cách kiểm tra bugi trên yamaha sirius,informational,Cách kiểm tra bugi trên Yamaha Sirius,xm-0021-cach-kiem-tra-bugi-tren-yamaha-sirius,cam-nang/xe-may/xm-0021-cach-kiem-tra-bugi-tren-yamaha-sirius.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-11,96,PASS,2026-09-26,2026-09-26,,BATCH-003
DL-0021,PUBLISHED,Du lịch,đi xe máy đến cột cờ hà nội lần đầu cần biết gì,đi xe máy đến cột cờ hà nội lần đầu cần biết gì,informational,Đi xe máy đến Cột cờ Hà Nội lần đầu cần biết gì,dl-0021-di-xe-may-den-cot-co-ha-noi-lan-dau-can-biet-gi,cam-nang/du-lich/dl-0021-di-xe-may-den-cot-co-ha-noi-lan-dau-can-biet-gi.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-12,100,PASS,2026-09-26,2026-09-26,,BATCH-003
CD-0021,WRITING,Cung đường,điểm check-in dọc cung đường đến sơn tây,điểm check-in dọc cung đường đến sơn tây,informational,Điểm check-in dọc cung đường đến Sơn Tây,cd-0021-diem-check-in-doc-cung-duong-den-son-tay,cam-nang/cung-duong/cd-0021-diem-check-in-doc-cung-duong-den-son-tay.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-13,,,,,,BATCH-003
HD-0021,WRITING,Hỏi đáp,có được kéo xe máy bằng xe máy khác không,có được kéo xe máy bằng xe máy khác không,informational,Có được kéo xe máy bằng xe máy khác không,hd-0021-co-duoc-keo-xe-may-bang-xe-may-khac-khong,cam-nang/hoi-dap/hd-0021-co-duoc-keo-xe-may-bang-xe-may-khac-khong.html,hoidap.html,no,false,Không bắt buộc nguồn chính thức,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-14,,,,,,BATCH-003
KN-0022,WRITING,Kinh nghiệm,các lỗi hay gặp trên yamaha sirius đã chạy nhiều năm,các lỗi hay gặp trên yamaha sirius đã chạy nhiều năm,informational,Các lỗi hay gặp trên Yamaha Sirius đã chạy nhiều năm,kn-0022-cac-loi-hay-gap-tren-yamaha-sirius-da-chay-nhieu-nam,cam-nang/kinh-nghiem/kn-0022-cac-loi-hay-gap-tren-yamaha-sirius-da-chay-nhieu-nam.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-15,,,,,,BATCH-003
AT-0022,WRITING,An toàn,mức phạt cho xe máy đi ngược chiều,mức phạt cho xe máy đi ngược chiều,informational,Mức phạt cho xe máy đi ngược chiều,at-0022-muc-phat-cho-xe-may-di-nguoc-chieu,cam-nang/an-toan/at-0022-muc-phat-cho-xe-may-di-nguoc-chieu.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-16,,,,,,BATCH-003
XM-0022,WRITING,Xe máy,khi nào cần kiểm tra nhớt máy trên yamaha sirius,khi nào cần kiểm tra nhớt máy trên yamaha sirius,informational,Khi nào cần kiểm tra nhớt máy trên Yamaha Sirius,xm-0022-khi-nao-can-kiem-tra-nhot-may-tren-yamaha-sirius,cam-nang/xe-may/xm-0022-khi-nao-can-kiem-tra-nhot-may-tren-yamaha-sirius.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-17,,,,,,BATCH-003
DL-0022,WRITING,Du lịch,mùa đông đến cột cờ hà nội bằng xe máy có lạnh lắm không,mùa đông đến cột cờ hà nội bằng xe máy có lạnh lắm không,informational,Mùa đông đến Cột cờ Hà Nội bằng xe máy có lạnh lắm không,dl-0022-mua-dong-den-cot-co-ha-noi-bang-xe-may-co-lanh-lam-khong,cam-nang/du-lich/dl-0022-mua-dong-den-cot-co-ha-noi-bang-xe-may-co-lanh-lam-khong.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-18,,,,,,BATCH-003
CD-0022,WRITING,Cung đường,đường từ hà nội vào thành phố hòa bình đoạn nào khó đi,đường từ hà nội vào thành phố hòa bình đoạn nào khó đi,informational,Đường từ Hà Nội vào Thành phố Hòa Bình đoạn nào khó đi,cd-0022-duong-tu-ha-noi-vao-thanh-pho-hoa-binh-doan-nao-kho-di,cam-nang/cung-duong/cd-0022-duong-tu-ha-noi-vao-thanh-pho-hoa-binh-doan-nao-kho-di.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-19,,,,,,BATCH-003
HD-0022,WRITING,Hỏi đáp,chở bình ga trên xe máy có được không,chở bình ga trên xe máy có được không,informational,Chở bình ga trên xe máy có được không,hd-0022-cho-binh-ga-tren-xe-may-co-duoc-khong,cam-nang/hoi-dap/hd-0022-cho-binh-ga-tren-xe-may-co-duoc-khong.html,hoidap.html,no,false,Không bắt buộc nguồn chính thức,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-20,,,,,,BATCH-003
KN-0023,WRITING,Kinh nghiệm,chạy yamaha sirius chở thêm một người có ổn không,chạy yamaha sirius chở thêm một người có ổn không,informational,Chạy Yamaha Sirius chở thêm một người có ổn không,kn-0023-chay-yamaha-sirius-cho-them-mot-nguoi-co-on-khong,cam-nang/kinh-nghiem/kn-0023-chay-yamaha-sirius-cho-them-mot-nguoi-co-on-khong.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-21,,,,,,BATCH-003
AT-0023,WRITING,An toàn,xe máy chở hàng cồng kềnh vượt quy định bị phạt không,xe máy chở hàng cồng kềnh vượt quy định bị phạt không,informational,Xe máy chở hàng cồng kềnh vượt quy định bị phạt không,at-0023-xe-may-cho-hang-cong-kenh-vuot-quy-dinh-bi-phat-khong,cam-nang/an-toan/at-0023-xe-may-cho-hang-cong-kenh-vuot-quy-dinh-bi-phat-khong.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-22,,,,,,BATCH-003
XM-0023,WRITING,Xe máy,dấu hiệu lốp trước gặp vấn đề trên yamaha sirius,dấu hiệu lốp trước gặp vấn đề trên yamaha sirius,informational,Dấu hiệu lốp trước gặp vấn đề trên Yamaha Sirius,xm-0023-dau-hieu-lop-truoc-gap-van-de-tren-yamaha-sirius,cam-nang/xe-may/xm-0023-dau-hieu-lop-truoc-gap-van-de-tren-yamaha-sirius.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-23,,,,,,BATCH-003
DL-0023,WRITING,Du lịch,món gì đáng mua về từ cột cờ hà nội,món gì đáng mua về từ cột cờ hà nội,informational,Món gì đáng mua về từ Cột cờ Hà Nội,dl-0023-mon-gi-dang-mua-ve-tu-cot-co-ha-noi,cam-nang/du-lich/dl-0023-mon-gi-dang-mua-ve-tu-cot-co-ha-noi.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-24,,,,,,BATCH-003
CD-0023,WRITING,Cung đường,kế hoạch 3 ngày 2 đêm ở thành phố hòa bình cho người chạy xe,kế hoạch 3 ngày 2 đêm ở thành phố hòa bình cho người chạy xe,informational,Kế hoạch 3 ngày 2 đêm ở Thành phố Hòa Bình cho người chạy xe,cd-0023-ke-hoach-3-ngay-2-dem-o-thanh-pho-hoa-binh-cho-nguoi-chay-xe,cam-nang/cung-duong/cd-0023-ke-hoach-3-ngay-2-dem-o-thanh-pho-hoa-binh-cho-nguoi-chay-xe.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-25,,,,,,BATCH-003
HD-0023,WRITING,Hỏi đáp,sử dụng còi ầm ĩ trên xe máy có bị xử phạt không,sử dụng còi ầm ĩ trên xe máy có bị xử phạt không,informational,Sử dụng còi ầm ĩ trên xe máy có bị xử phạt không,hd-0023-su-dung-coi-am-i-tren-xe-may-co-bi-xu-phat-khong,cam-nang/hoi-dap/hd-0023-su-dung-coi-am-i-tren-xe-may-co-bi-xu-phat-khong.html,hoidap.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-26,,,,,,BATCH-003
KN-0024,WRITING,Kinh nghiệm,kinh nghiệm giữ an toàn cho yamaha sirius khi gửi xe qua đêm,kinh nghiệm giữ an toàn cho yamaha sirius khi gửi xe qua đêm,informational,Kinh nghiệm giữ an toàn cho Yamaha Sirius khi gửi xe qua đêm,kn-0024-kinh-nghiem-giu-an-toan-cho-yamaha-sirius-khi-gui-xe-qua-dem,cam-nang/kinh-nghiem/kn-0024-kinh-nghiem-giu-an-toan-cho-yamaha-sirius-khi-gui-xe-qua-dem.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-27,,,,,,BATCH-003
AT-0024,WRITING,An toàn,nghị định xử phạt vi phạm giao thông đường bộ với xe máy,nghị định xử phạt vi phạm giao thông đường bộ với xe máy,informational,Nghị định xử phạt vi phạm giao thông đường bộ với xe máy,at-0024-nghi-dinh-xu-phat-vi-pham-giao-thong-duong-bo-voi-xe-may,cam-nang/an-toan/at-0024-nghi-dinh-xu-phat-vi-pham-giao-thong-duong-bo-voi-xe-may.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-28,,,,,,BATCH-003
XM-0024,WRITING,Xe máy,bảo dưỡng lốp sau của yamaha sirius đúng cách,bảo dưỡng lốp sau của yamaha sirius đúng cách,informational,Bảo dưỡng lốp sau của Yamaha Sirius đúng cách,xm-0024-bao-duong-lop-sau-cua-yamaha-sirius-dung-cach,cam-nang/xe-may/xm-0024-bao-duong-lop-sau-cua-yamaha-sirius-dung-cach.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-01,,,,,,BATCH-003
DL-0024,WRITING,Du lịch,góc view ven đường khi chạy xe đến cột cờ hà nội,góc view ven đường khi chạy xe đến cột cờ hà nội,informational,Góc view ven đường khi chạy xe đến Cột cờ Hà Nội,dl-0024-goc-view-ven-duong-khi-chay-xe-den-cot-co-ha-noi,cam-nang/du-lich/dl-0024-goc-view-ven-duong-khi-chay-xe-den-cot-co-ha-noi.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-02,,,,,,BATCH-003
CD-0024,WRITING,Cung đường,nơi tiếp nước và nghỉ giải lao đi thành phố hòa bình,nơi tiếp nước và nghỉ giải lao đi thành phố hòa bình,informational,Nơi tiếp nước và nghỉ giải lao đi Thành phố Hòa Bình,cd-0024-noi-tiep-nuoc-va-nghi-giai-lao-di-thanh-pho-hoa-binh,cam-nang/cung-duong/cd-0024-noi-tiep-nuoc-va-nghi-giai-lao-di-thanh-pho-hoa-binh.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-03,,,,,,BATCH-003
HD-0024,WRITING,Hỏi đáp,chạy xe máy trên vỉa hè lúc ngập nước có bị phạt không,chạy xe máy trên vỉa hè lúc ngập nước có bị phạt không,informational,Chạy xe máy trên vỉa hè lúc ngập nước có bị phạt không,hd-0024-chay-xe-may-tren-via-he-luc-ngap-nuoc-co-bi-phat-khong,cam-nang/hoi-dap/hd-0024-chay-xe-may-tren-via-he-luc-ngap-nuoc-co-bi-phat-khong.html,hoidap.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-04,,,,,,BATCH-003
KN-0025,WRITING,Kinh nghiệm,đi thử yamaha sirius quanh phố trước khi thuê cần kiểm tra gì,đi thử yamaha sirius quanh phố trước khi thuê cần kiểm tra gì,informational,Đi thử Yamaha Sirius quanh phố trước khi thuê cần kiểm tra gì,kn-0025-di-thu-yamaha-sirius-quanh-pho-truoc-khi-thue-can-kiem-tra-g,cam-nang/kinh-nghiem/kn-0025-di-thu-yamaha-sirius-quanh-pho-truoc-khi-thue-can-kiem-tra-g.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-05,,,,,,BATCH-003
AT-0025,WRITING,An toàn,quy định về còi và tín hiệu báo rẽ trên xe máy,quy định về còi và tín hiệu báo rẽ trên xe máy,informational,Quy định về còi và tín hiệu báo rẽ trên xe máy,at-0025-quy-dinh-ve-coi-va-tin-hieu-bao-re-tren-xe-may,cam-nang/an-toan/at-0025-quy-dinh-ve-coi-va-tin-hieu-bao-re-tren-xe-may.html,antoan.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,antoan.html; kinhnghiem.html; hoidap.html,banggia.html,Mr Tú,2027-06-06,,,,,,BATCH-003
XM-0025,WRITING,Xe máy,cách kiểm tra bố phanh trên yamaha sirius,cách kiểm tra bố phanh trên yamaha sirius,informational,Cách kiểm tra bố phanh trên Yamaha Sirius,xm-0025-cach-kiem-tra-bo-phanh-tren-yamaha-sirius,cam-nang/xe-may/xm-0025-cach-kiem-tra-bo-phanh-tren-yamaha-sirius.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-07,,,,,,BATCH-003
DL-0025,WRITING,Du lịch,chuyến cuối tuần đến bảo tàng dân tộc học việt nam bằng xe máy,chuyến cuối tuần đến bảo tàng dân tộc học việt nam bằng xe máy,informational,Chuyến cuối tuần đến Bảo tàng Dân tộc học Việt Nam bằng xe máy,dl-0025-chuyen-cuoi-tuan-den-bao-tang-dan-toc-hoc-viet-nam-bang-xe-m,cam-nang/du-lich/dl-0025-chuyen-cuoi-tuan-den-bao-tang-dan-toc-hoc-viet-nam-bang-xe-m.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-08,,,,,,BATCH-003
CD-0025,WRITING,Cung đường,ra mai châu bằng xe máy: đi trong ngày được không,ra mai châu bằng xe máy: đi trong ngày được không,informational,Ra Mai Châu bằng xe máy: đi trong ngày được không,cd-0025-ra-mai-chau-bang-xe-may-di-trong-ngay-duoc-khong,cam-nang/cung-duong/cd-0025-ra-mai-chau-bang-xe-may-di-trong-ngay-duoc-khong.html,cungduong.html,no,false,Không bắt buộc nguồn chính thức,cungduong.html; dulich.html; antoan.html,banggia.html,Mr Tú,2027-06-09,,,,,,BATCH-003
HD-0025,WRITING,Hỏi đáp,không đội mũ bảo hiểm bị phạt bao nhiêu tiền,không đội mũ bảo hiểm bị phạt bao nhiêu tiền,informational,Không đội mũ bảo hiểm bị phạt bao nhiêu tiền,hd-0025-khong-doi-mu-bao-hiem-bi-phat-bao-nhieu-tien,cam-nang/hoi-dap/hd-0025-khong-doi-mu-bao-hiem-bi-phat-bao-nhieu-tien.html,hoidap.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,hoidap.html; faq.html; kinhnghiem.html,thutuc.html,Mr Tú,2027-06-10,,,,,,BATCH-003
